id,smarts,rc_plus_0_id
0,[C&D2&v4&H0&+0&!R&z2:1]#[N&D1&v3&H0&+0&!R:2].[O&D0&v2&H2&+0&!R:3]>>[C&D3&v4&H0&+0&!R&z3:1](-[N&D1&v3&H2&+0&!R:2])=[O&D1&v2&H0&+0&!R:3],549
1,[*:1]-[C&D2&v4&H0&+0&!R&z2:2]#[N&D1&v3&H0&+0&!R:3].[O&D0&v2&H2&+0&!R:4]>>[*:1]-[C&D2&v4&H1&+0&!R&z2:2]=[N&D2&v3&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:4],785
2,[O&D1&v2&H0&+0&!R:1]=[O&D1&v2&H0&+0&!R:2].[S&D1&v2&H1&+0&!R:3].[S&D1&v2&H1&+0&!R:4]>>[O&D1&v2&H1&+0&!R:1]-[O&D1&v2&H1&+0&!R:2].[S&D2&v2&H0&+0&!R:3]-[S&D2&v2&H0&+0&!R:4],747
3,[O&D1&v2&H1&+0&!R:1]-[O&D1&v2&H1&+0&!R:2].[S&D2&v2&H0&+0&!R:3]-[S&D2&v2&H0&+0&!R:4]>>[O&D1&v2&H0&+0&!R:1]=[O&D1&v2&H0&+0&!R:2].[S&D1&v2&H1&+0&!R:3].[S&D1&v2&H1&+0&!R:4],225
4,([C&D3&v4&H0&+0&!R&z1:1](=[C&D2&v4&H1&+0&!R&z0:2]-[c&D3&v4&H0&+0&R&z0:3])-[C&D3&v4&H0&+0&!R&z1:4]=[O&D1&v2&H0&+0&!R:5].[c&D3&v4&H0&+0&R&z1:6]-[O&D1&v2&H1&+0&!R:7])>>[c&D3&v4&H0&+0&R&z0:3]-[C&D3&v4&H1&+0&R&z1:2](-[O&D2&v2&H0&+0&R:7]-[c&D3&v4&H0&+0&R&z1:6])-[C&D3&v4&H1&+0&R&z1:1]-[C&D3&v4&H0&+0&R&z1:4]=[O&D1&v2&H0&+0&!R:5],412
5,[C&D3&v4&H0&+0&!R&z2:1](=[N&D1&v3&H1&+0&!R:2])-[C&D3&v4&H0&+0&!R&z2:3](=[O&D1&v2&H0&+0&!R:4])-[O&D1&v2&H1&+0&!R:5].[O&D1&v2&H1&+0&!R:6]-[O&D1&v2&H1&+0&!R:7]>>[C&D3&v4&H1&+0&!R&z2:1](-[N&D1&v3&H2&+0&!R:2])-[C&D3&v4&H0&+0&!R&z2:3](=[O&D1&v2&H0&+0&!R:4])-[O&D1&v2&H1&+0&!R:5].[O&D1&v2&H0&+0&!R:6]=[O&D1&v2&H0&+0&!R:7],680
6,[C&D3&v4&H0&+0&!R&z3:1](=[N&D2&v3&H0&+0&!R:2]-[O&D2&v2&H0&+0&!R:3])-[S&D2&v2&H0&+0&!R:4]-[C&D3&v4&H1&+0&R&z2:5]1-[O&D2&v2&H0&+0&R:6]-[C&D3&v4&H1&+0&R&z1:7](-[C&D2&v4&H2&+0&!R&z1:8])-[C&D3&v4&H1&+0&R&z1:9](-[O&D1&v2&H1&+0&!R:10])-[C&D3&v4&H1&+0&R&z1:11](-[O&D1&v2&H1&+0&!R:12])-[C&D3&v4&H1&+0&R&z1:13]-1-[O&D1&v2&H1&+0&!R:14].[O&D0&v2&H2&+0&!R:15]>>[C&D2&v4&H2&+0&!R&z1:8]-[C&D3&v4&H1&+0&R&z1:7]1-[O&D2&v2&H0&+0&R:6]-[C&D3&v4&H1&+0&R&z2:5](-[O&D1&v2&H1&+0&!R:15])-[C&D3&v4&H1&+0&R&z1:13](-[O&D1&v2&H1&+0&!R:14])-[C&D3&v4&H1&+0&R&z1:11](-[O&D1&v2&H1&+0&!R:12])-[C&D3&v4&H1&+0&R&z1:9]-1-[O&D1&v2&H1&+0&!R:10].[C&D3&v4&H0&+0&!R&z3:1](-[S&D1&v2&H1&+0&!R:4])=[N&D2&v3&H0&+0&!R:2]-[O&D2&v2&H0&+0&!R:3],139
7,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])~[*:3]~[*:4]~[O&D1&v2&H1&+0&!R:5].[C&D3&v4&H0&+0&R&z0:6]1=[C&D2&v4&H1&+0&R&z1:7]-[N&D3&v3&H0&+0&R:8](-[C&D3&v4&H1&+0&R&z2:9]2-[O&D2&v2&H0&+0&R:10]~[*:11](~[*:12]~[*:13]~[*:14](~[O&D1&v2&H1&+0&!R:15])~[*:16]~[*:17](~[O&D1&v2&H1&+0&!R:18])~[*:19]~[*:20]~[*:21]~[*:22]~[C&D3&v4&H1&+0&R&z1:23]~[*:24]~[*:25](~[O&D1&v2&H1&+0&!R:26])~[O&D1&v2&H1&+0&!R:27])~[C&D3&v4&H1&+0&R&z1:28]-[C&D3&v4&H1&+0&R&z1:29]-2-[O&D1&v2&H1&+0&!R:30])-[C&D2&v4&H1&+0&R&z1:31]=[C&D2&v4&H1&+0&R&z0:32]-[C&D2&v4&H2&+0&R&z0:33]-1>>[C&D3&v4&H1&+0&!R&z2:1](-[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4]~[O&D1&v2&H1&+0&!R:5].[c&D3&v4&H0&+0&R&z0:6]1:[c&D2&v4&H1&+0&R&z0:33]:[c&D2&v4&H1&+0&R&z0:32]:[c&D2&v4&H1&+0&R&z1:31]:[n&D3&v4&H0&+&R:8](-[C&D3&v4&H1&+0&R&z2:9]2-[O&D2&v2&H0&+0&R:10]~[*:11](~[*:12]~[*:13]~[*:14](~[O&D1&v2&H1&+0&!R:15])~[*:16]~[*:17](~[O&D1&v2&H1&+0&!R:18])~[*:19]~[*:20]~[*:21]~[*:22]~[C&D3&v4&H1&+0&R&z1:23]~[*:24]~[*:25](~[O&D1&v2&H1&+0&!R:26])~[O&D1&v2&H1&+0&!R:27])~[C&D3&v4&H1&+0&R&z1:28]-[C&D3&v4&H1&+0&R&z1:29]-2-[O&D1&v2&H1&+0&!R:30]):[c&D2&v4&H1&+0&R&z1:7]:1,559
8,[*:1](~[N&D2&v3&H1&+0&!R:2]-[C&D3&v4&H0&+0&!R&z2:3](=[O&D1&v2&H0&+0&!R:4])-[C&D2&v4&H2&+0&!R&z0:5]-[C&D2&v4&H2&+0&!R&z0:6]-[C&D3&v4&H1&+0&!R&z1:7])~[*:8]~[O&D1&v2&H1&+0&!R:9].[N&D1&v3&H2&+0&!R:10]>>[*:1](~[N&D1&v3&H2&+0&!R:2])~[*:8]~[O&D1&v2&H1&+0&!R:9].[N&D2&v3&H1&+0&!R:10]-[C&D3&v4&H0&+0&!R&z2:3](=[O&D1&v2&H0&+0&!R:4])-[C&D2&v4&H2&+0&!R&z0:5]-[C&D2&v4&H2&+0&!R&z0:6]-[C&D3&v4&H1&+0&!R&z1:7],316
9,[C&D3&v4&H1&+0&R&z1:1]-[C&D3&v4&H1&+0&R&z1:2](-[C&D3&v4&H1&+0&R&z1:3](-[C&D3&v4&H1&+0&R&z2:4])-[O&D1&v2&H1&+0&!R:5])-[O&D2&v2&H0&+0&!R:6]-[C&D3&v4&H0&+0&!R&z2:7](=[O&D1&v2&H0&+0&!R:8])-[C&D3&v4&H1&+0&!R&z1:9]-[N&D1&v3&H2&+0&!R:10].[N&D1&v3&H2&+0&!R:11]>>[C&D3&v4&H1&+0&R&z1:1]-[C&D3&v4&H1&+0&R&z1:2](-[C&D3&v4&H1&+0&R&z1:3](-[C&D3&v4&H1&+0&R&z2:4])-[O&D1&v2&H1&+0&!R:5])-[O&D1&v2&H1&+0&!R:6].[N&D2&v3&H1&+0&!R:11]-[C&D3&v4&H0&+0&!R&z2:7](=[O&D1&v2&H0&+0&!R:8])-[C&D3&v4&H1&+0&!R&z1:9]-[N&D1&v3&H2&+0&!R:10],175
